ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 1 default","Attribute 2 default"
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,0,,,,1,,,245,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-DEPTHMASTER-DOWNRIGGER.jpg, https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-DEPTHMASTER-DOWNRIGGER__1.jpg",,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
325,simple,SC545,"Scotty 21 Bilge Pump 545",1,0,visible,"<ul>
\n 	<li>7 1/2 strokes per gallon</li>
\n 	<li>Stainless steel rod for strength and durability</li>
\n 	<li>Large handles for easier operation</li>
\n 	<li>Easily disassembled for easy cleaning</li>
\n 	<li>Backed by Scotty Lifetime Warranty</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","<ul>
\n 	<li>7 1/2 strokes per gallon</li>
\n 	<li>Stainless steel rod for strength and durability</li>
\n 	<li>Large handles for easier operation</li>
\n 	<li>Easily disassembled for easy cleaning</li>
\n 	<li>Backed by Scotty Lifetime Warranty</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,45,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,https://strykerboats.com/wp-content/uploads/2021/02/Hand-Pump-_-Bilge-Pump.jpg,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,
326,simple,SC793,"Scotty Throw Bag",1,0,visible,"<ul>
\n 	<li>50’ x 9/32”, 550lb test, braided MFP polypropylene floating rope</li>
\n 	<li>Bright orange nylon and polyester self-draining bag with adjustable strap &amp; 3M reflective safety band</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","<ul>
\n 	<li>50’ x 9/32”, 550lb test, braided MFP polypropylene floating rope</li>
\n 	<li>Bright orange nylon and polyester self-draining bag with adjustable strap &amp; 3M reflective safety band</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,35,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/Throw-Bag.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Rescue-Throw-Bag.jpg",,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,
327,simple,SC774,"Scotty Watertight Emergency Equipment Container",'-1,0,visible,"Use the Scotty 774 for dry storage of flares, emergency rations, matches, etc. and rely on a net buoyancy of 2.2lb.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","Use the Scotty 774 for dry storage of flares, emergency rations, matches, etc. and rely on a net buoyancy of 2.2lb.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,15,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,https://strykerboats.com/wp-content/uploads/2021/02/Watertight-Emergency-Equipment-Container.jpg,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,
328,simple,SC779,"Scotty Small Vessel Safety Equipment Kit",1,0,visible,"This kit contains items required by the Canadian Coast Guard for vessels up to 8 meters.
\nIncludes:
\n<ul>
\n 	<li>50ft buoyant heaving line</li>
\n 	<li>Watertight Emergency Equipment Container</li>
\n 	<li>Lifesaver #1 Pealess Safety Whistle</li>
\n 	<li>Watertight Flashlight</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","This kit contains items required by the Canadian Coast Guard for vessels up to 8 meters.
\nIncludes:
\n<ul>
\n 	<li>50ft buoyant heaving line</li>
\n 	<li>Watertight Emergency Equipment Container</li>
\n 	<li>Lifesaver #1 Pealess Safety Whistle</li>
\n 	<li>Watertight Flashlight</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,30,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,https://strykerboats.com/wp-content/uploads/2021/02/Safety-Equipment-Kit.jpg,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,
329,simple,SC838,"Scotty Folding Sea-Light",1,0,visible,"Scotty’s 828 Sea-Light has a 42” pole with a unique drop-down adjustment feature and runs up to 8 hours on 2 “AA” batteries.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","Scotty’s 828 Sea-Light has a 42” pole with a unique drop-down adjustment feature and runs up to 8 hours on 2 “AA” batteries.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,115,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/Sea-Light.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Sea-Light_2.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Sea-Light_4.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Sea-Light_3.jpg",,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,
330,simple,SC1017,"Scotty 3lb Finned Cannonball",1,0,visible,"<ul>
\n 	<li>Scotty 3lb Cannonball</li>
\n 	<li>Finned Lead Weight 1017</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","<ul>
\n 	<li>Scotty 3lb Cannonball</li>
\n 	<li>Finned Lead Weight 1017</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,0,0,,0,0,1361,,,,1,,,30,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/Finned-Cannonball_-3-lbs.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Finned-Cannonball_-3-lbs_2.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Finned-Cannonball_-3-lbs_3.jpg",,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,
331,simple,SC311,"Scotty Cup Holder w/ Mount and Post Mount",1,0,visible,"Use Scotty’s Cup Holder cans, coffee mugs or insulated sleeves and it doubles as an convenient accessory rack to hang lures and tools.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","Use Scotty’s Cup Holder cans, coffee mugs or insulated sleeves and it doubles as an convenient accessory rack to hang lures and tools.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,40,"Stryker Inflatable Boat Accessories > Bestsellers, Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-CUP-HOLDER-WITH-BULKHEAD_-GUNNEL-MOUNT-AND-POST-MOUNT__1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-CUP-HOLDER-WITH-BULKHEAD_-GUNNEL-MOUNT-AND-POST-MOUNT__1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-CUP-HOLDER-WITH-BULKHEAD_-GUNNEL-MOUNT-AND-POST-MOUNT_900a7c66-aa1f-4d9a-9e75-37857cc61f37_1280x1280.jpg, https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-CUP-HOLDER-WITH-BULKHEAD_-GUNNEL-MOUNT-AND-POST-MOUNT_1.jpg",,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,
332,simple,SC260,"Scotty Fly Rod Holder w/ Mount",1,0,visible,"Scotty’s Fly Rod Holders are the perfect holder for rod storage or trolling with a fly rod and reel.
\n<ul>
\n 	<li>The Scotty 260 works well with “short butt” fly rods and holds a fly reel securely with a soft latching strap.</li>
\n 	<li>This innovative, compact design allows for hands free trolling with a fly rod and securely holds your gear.</li>
\n 	<li>The fibre reinforced, engineering grade nylon of the Fly Rod Holder provides strength, resilience and reliability.</li>
\n 	<li>As with all Scotty post mount rod holders, the Fly Rod Holder is fully adjustable up and down and has 360° horizontal rotation.</li>
\n 	<li>This rod holder is designed for any fly angler while targeting small to medium fish species.</li>
\n 	<li>The Scotty 260 model has a post, but no mount, to use with a variety of Scotty mounting systems.</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","Scotty’s Fly Rod Holders are the perfect holder for rod storage or trolling with a fly rod and reel.
\n<ul>
\n 	<li>The Scotty 260 works well with “short butt” fly rods and holds a fly reel securely with a soft latching strap.</li>
\n 	<li>This innovative, compact design allows for hands free trolling with a fly rod and securely holds your gear.</li>
\n 	<li>The fibre reinforced, engineering grade nylon of the Fly Rod Holder provides strength, resilience and reliability.</li>
\n 	<li>As with all Scotty post mount rod holders, the Fly Rod Holder is fully adjustable up and down and has 360° horizontal rotation.</li>
\n 	<li>This rod holder is designed for any fly angler while targeting small to medium fish species.</li>
\n 	<li>The Scotty 260 model has a post, but no mount, to use with a variety of Scotty mounting systems.</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,50,"Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-FLY-ROD-HOLDER-WITHOUT-MOUNT.jpg,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,
333,simple,SC797,"Scotty Anchor Kit",1,0,visible,"<ul>
\n 	<li>50ft nylon line</li>
\n 	<li>1.5lb folding anchor</li>
\n 	<li>Watertight Emergency Equipment Container 774</li>
\n 	<li>Snap Hook 590</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","<ul>
\n 	<li>50ft nylon line</li>
\n 	<li>1.5lb folding anchor</li>
\n 	<li>Watertight Emergency Equipment Container 774</li>
\n 	<li>Snap Hook 590</li>
\n</ul>
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,45,"Accessories > LX250 LX270 Accessories, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/Anchor-Kit_1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Anchor-Kit_5.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Anchor-Kit_3.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Anchor-Kit_7.jpg",,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
334,simple,SC276,"Scotty Anchor Lock w/ Mount",1,0,visible,"Scotty’s anchor release systems for small boats, in still-water fishing situations, are easy to lock and release and allows adjustments with one hand.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","Scotty’s anchor release systems for small boats, in still-water fishing situations, are easy to lock and release and allows adjustments with one hand.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,45,"Stryker Inflatable Boat Accessories > Bestsellers, Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-ANCHOR-LOCK-WITH-COMBINATION-SIDE-OR-DECK-MOUNT.jpg,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,
335,simple,SC749,"Scotty Trap-Ease w/ Mount",1,0,visible,"Scotty’s Trap-ease adds leverage and accessibility for pulling up traps. The Trap-ease fits post rod holder mounts for convenient mounting and versatile positioning. Tough reinforced nylon and rigid design give the Trap-ease ultimate strength.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.","Scotty’s Trap-ease adds leverage and accessibility for pulling up traps. The Trap-ease fits post rod holder mounts for convenient mounting and versatile positioning. Tough reinforced nylon and rigid design give the Trap-ease ultimate strength.
\n
\nStryker Inflatable Boats, Vancouver Canada is your Scotty Fishing Products accessory dealer.",,,taxable,,1,,,0,0,2268,,,,1,,,65,"Stryker Inflatable Boat Accessories > Bestsellers, Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,https://strykerboats.com/wp-content/uploads/2021/02/SCOTTY_-TRAP-EASE-WITHOUT-MOUNT.jpg,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,
336,simple,SC279,"Scotty Bait Caster Rod Holder w/ Mount",1,0,visible,"Scotty’s Bait Caster/ Spinning series of rod holders hold a bait caster reel in a cushioned cradle and allow for a spinning reel to be securely held in position. The side mounted flange design of the rod holder accommodates rod trigger grips. Pistol grip rod butts easily clear the sides of this rod holder for quick and easy rod retrieval. Interior Diameter: 1.30″
\n<ul>
\n 	<li>Fishing rods can be safely secured with a soft latching strap, which snaps over the top of the rod holder.</li>
